"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"BHI","0.0640","-0.0010","-1.54%","0.0640","0.0640","0.0660","0.0650","5,950,000.00","385,330.00","0.00","0.0990","0.0620","0.0625","0.06","0.0655","0.0725","0.06725","0.06774","0.06948","0.074335","0.0664694549","0.0677704019","0.0695017403","0.071874296","DOWNTREND","SIDEWAYS","SIDEWAYS","39.364514788","NEUTRAL","-0.0005226027","4.37%","NEUTRAL","-82.8989823778","17.1717171717","-81.8181818182","28,209,000","31,226,000","38,189,000","1,850,120.00","2,107,488.00","2,596,716.50","Gravestone Doji","None","None","-9.86%","-4.48%","-3.03%","290,800.00","-186,490.00","217,960.00","497,880.00","6,792,590.0007","290,664.00","0.00%","0.0000002202","0","0.4266666667","0"
"BKR","1.60","-0.07","-4.19%","1.61","1.60","1.61","1.67","80,000.00","128,320.00","0.00","3.24","1.05","1.58","1.44","1.72","1.91","1.7090","1.8096","1.9430","1.81005","1.7202435576","1.7992713743","1.8544291826","1.8029890164","UPTREND","DOWNTREND","DOWNTREND","38.5679267404","NEUTRAL","-0.0299863268","5.88%","HIGH","-91.226472374","13.1746031746","-100.00","265,700","348,533","348,250","470,722.00","605,235.3333333333","593,333.50","Black Marubozu","None","None","-18.78%","-2.44%","-6.43%","5,100.00","52,980.00","1,139,440.00","469,730.00","-13,766,840.0003","0.05","350.00%","32.00","0","2.2535211268","0"
"BLFI","3.05","-0.15","-4.69%","3.01","3.01","3.17","3.20","53,000.00","162,400.00","3,010.00","4.50","3.01","3.03","2.92","3.22","3.72","3.2550","3.5654","3.7124","3.85905","3.2530719421","3.4758635008","3.6428265552","3.7429844331","DOWNTREND","DOWNTREND","DOWNTREND","36.1316857557","NEUTRAL","-0.1481429653","4.73%","NEUTRAL","-90.5395417591","17.6870748299","-91.8367346939","127,700","128,867","125,750","401,940.00","411,667.3333333333","410,879.00","Inverted Hammer","None","None","-20.16%","-9.50%","-4.09%","21,500.00","191,550.00","311,330.00","379,700.00","560,949.9997","2.55","-6.93%","1.1960784314","0","1.2603305785","0"
"BLOOM","14.30","-0.20","-1.38%","14.48","14.02","14.48","14.50","4,568,000.00","65,314,964.00","7,956,848.00","14.86","7.20","13.72","13.13","14.58","14.86","14.2430","13.2292","11.8807","10.93005","14.1079629265","13.3467483464","12.3704839027","11.1374078047","SIDEWAYS","UPTREND","UPTREND","54.5941164238","NEUTRAL","0.3307092313","3.75%","NEUTRAL","15.224483455","60.2941176471","-41.1764705882","7,990,000","13,047,620","12,088,390","113,579,280.60","186,933,231.60","172,470,365.60","None","None","None","31.19%","-0.69%","-3.77%","199,692,210.00","809,960,116.00","1,971,268,304.00","3,092,426,702.0004","5,392,768,515.5978","0.60","3,100.00%","23.8333333333","0","5.1811594203","0"
"BMM","178.00","13.00","7.88%","165.00","165.00","181.50","165.00","5,200.00","922,695.00","793,730.00","265.00","96.10","143.00","106.30","189.00","232.60","148.8750","133.1860","124.3360","126.11375","153.5881700809","138.7072442349","131.43817119","121.8814262476","UPTREND","UPTREND","UPTREND","59.5552501819","NEUTRAL","11.6758225861","14.14%","HIGH","59.0194704238","36.0647390116","-59.9586492074","3,391","6,193","4,734","599,987.70","1,095,945.1333333333","831,587.35","White Long Day","Bullish Engulfing","None","48.21%","64.81%","-1.11%","631,830.00","50,906.00","53,424.00","92,372.00","54,349.00","-6.20","-91.95%","-28.7096774194","0","4.9266537503","0"
"BPI","109.10","-2.90","-2.59%","111.30","109.00","111.50","112.00","2,422,290.00","265,100,103.00","-120,563,441.00","129.00","95.60","109.05","105.20","115.00","125.50","116.39","118.15","110.7820","107.2205","115.2923490284","115.5805566651","112.6338431736","108.5726738681","DOWNTREND","SIDEWAYS","UPTREND","32.3142573221","NEUTRAL","-1.0660312059","2.50%","LOW","-156.0350218887","10.00","-99.0909090909","2,375,984","2,081,799","2,116,914","269,358,122.60","238,196,168.5333333333","244,892,258.90","Black Long Day","None","None","0.93%","-9.01%","-4.88%","-451,350,124.00","-1,400,586,148.00","-1,712,666,214.00","-1,120,440,197.00","-5,053,844,934.9995","5.51","-0.36%","19.8003629764","0","2.400440044","0"
"BRN","1.03","-0.02","-1.90%","1.04","1.02","1.04","1.05","1,947,000.00","2,000,830.00","-54,590.00","1.71","0.90","0.96","0.92","1.06","1.18","1.0570","1.0106","1.0105","1.15645","1.0355783286","1.025583922","1.0421050744","1.0714910455","DOWNTREND","UPTREND","SIDEWAYS","49.6969914251","NEUTRAL","0.0117995799","5.85%","HIGH","-65.5105973025","22.2222222222","-74.0740740741","9,434,400","14,754,667","16,185,550","9,863,650.00","16,154,986.00","17,616,396.00","None","Bearish Harami","None","3.00%","-6.36%","-1.90%","-347,110.00","-3,857,529.9998","-3,111,159.9998","-2,677,009.9998","-17,583,957.9993","1.10","0.00%","0.9363636364","0","0.7744360902","0"
"BSC","0.2170","0.00","0.00%","0.2250","0.2160","0.2250","0.2170","780,000.00","169,470.00","0.00","0.32","0.2080","0.2160","0.2090","0.2320","0.2390","0.2209","0.21918","0.21945","0.23507","0.2205736588","0.2201420346","0.2227052454","0.2288128279","UPTREND","SIDEWAYS","SIDEWAYS","46.4431597659","NEUTRAL","0.0008214716","3.96%","NEUTRAL","-41.3793103448","5.6100217865","-97.0588235294","2,037,000","3,894,000","3,885,500","448,630.00","883,313.3333333333","873,707.00","Black Long Day","Bearish Engulfing","None","-3.13%","-1.36%","-3.13%","83,480.00","13,990.00","33,340.00","-166,790.00","26,796,110.00","-0.01","0.00%","-21.70","0","0.7750","0"
"CA","81.00","5.00","6.58%","72.05","70.00","81.00","76.00","11,460.00","873,374.00","0.00","105.00","53.00","71.00","53.00","85.50","93.00","65.8525","61.4930","64.2460","71.25275","68.7424603373","64.6546444533","65.9217293658","73.0037796681","UPTREND","UPTREND","DOWNTREND","63.701362379","NEUTRAL","3.4864497497","11.05%","HIGH","84.9621616602","47.9807692308","-46.1538461538","10,125","25,461","19,413","766,256.00","2,020,701.7333333333","1,532,768.80","White Long Day","None","None","35.00%","49.17%","27.46%","0.00","0.00","0.00","0.00","0.00","28,140,116.56","41.50%","0.0000028785","0","7.4448529412","0"
"CAB","85.25","0.00","0.00%","85.25","85.25","85.25","85.25","10.00","852.50","0.00","168.00","80.60","85.08","82.00","112.90","154.00","93.6725","90.0590","98.2830","0.00","91.3345423747","92.9078137228","98.2830","0.00","DOWNTREND","UPTREND","DOWNTREND","46.6952848782","NEUTRAL","0.578056819","14.27%","HIGH","-56.3071566407","3.628249903","-96.3329452852","2,062","2,839","2,161","239,162.10","325,693.1333333333","247,452.50","White Marubozu","Bullish Harami","None","2.71%","-14.75%","-0.87%","35,990.00","-415,060.00","-358,060.00","-889,060.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"CAL","2.04","-0.01","-0.49%","2.05","2.03","2.05","2.05","1,136,000.00","2,318,000.00","-465,620.00","4.28","1.86","2.03","1.97","2.18","2.28","2.1115","2.0416","2.1714","2.55635","2.0961973154","2.1031158968","2.20946403","2.4437123313","UPTREND","UPTREND","DOWNTREND","44.7081742575","NEUTRAL","0.0175152189","3.60%","NEUTRAL","-125.3333333333","10.4102564103","-96.00","4,461,800","3,744,933","3,725,000","9,621,627.00","8,027,760.6667","7,953,718.50","None","None","None","-9.73%","-5.99%","-4.67%","-727,200.00","-227,640.0003","3,584,309.9998","15,918,729.9999","31,761,129.9991","0.35","-23.91%","5.5135","0","0.7083","0"
"CAT","23.30","0.80","3.56%","22.60","22.20","24.85","22.50","68,500.00","1,604,310.00","0.00","51.20","14.00","22.10","20.60","26.18","49.02","26.7525","22.1598","20.7937","19.18255","25.351765156","23.3782311619","21.6714270137","20.0625706387","DOWNTREND","UPTREND","UPTREND","47.145714622","NEUTRAL","1.6119081842","17.63%","HIGH","-47.3891273247","9.4017094017","-89.4230769231","329,210","489,340","389,965","9,582,971.50","17,072,142.3333333333","13,339,573.75","None","None","None","14.50%","-1.27%","-18.25%","-2,236,205.00","-7,334,255.00","-7,765,655.00","-7,730,157.0003","-7,095,982.0007","0.21","2,000.00%","110.9523809524","0","2.1694599628","0"
"CDC","1.03","0.00","0.00%","1.01","1.00","1.03","1.03","144,000.00","146,920.00","-10,300.00","1.65","0.99","1.00","0.9524","1.06","1.12","1.0390","1.0786","1.1319","1.3014385","1.0377545435","1.078311072","1.1427508341","1.2063697589","DOWNTREND","DOWNTREND","DOWNTREND","44.7549791281","NEUTRAL","-0.0205376316","2.92%","LOW","-56.4971751412","37.50","-50.00","464,000","395,000","316,250","470,100.00","402,180.6666666667","322,601.50","White Long Day","Bullish Harami","None","-11.97%","-3.74%","0.98%","22,830.00","146,420.00","148,580.00","361,549.9999","3,161,900.4997","0.11","-8.33%","9.3636363636","0","0.7253521127","0"
"CEB","93.90","-2.10","-2.19%","96.00","93.50","96.00","96.00","100,110.00","9,401,393.00","-6,890,863.50","113.40","90.70","93.45","90.48","99.50","103.15","99.6450","99.8750","100.5270","102.04175","99.0990051526","99.8784306665","100.7187537676","101.1175167242","SIDEWAYS","SIDEWAYS","SIDEWAYS","27.3717007482","OVERSOLD","-0.2378701998","1.97%","LOW","-251.8086733639","16.7309482644","-91.2621359223","170,580","149,351","144,601","16,952,754.05","14,861,480.6333333333","14,402,122.6750","Black Long Day","None","None","-6.10%","-6.38%","-6.19%","-19,186,675.00","602,972.00","51,025,892.50","210,216,308.00","1,477,607,347.5003","11.61","-11.31%","8.0878552972","0","1.571022252","0"
"CEI","0.2550","0.00","0.00%","0.26","0.2490","0.26","0.2550","12,390,000.00","3,113,040.00","12,500.00","0.3850","0.1530","0.2455","0.2320","0.27","0.3575","0.28425","0.25552","0.23266","0.219405","0.2701954946","0.258688155","0.2425921345","0.2226262589","DOWNTREND","UPTREND","UPTREND","43.902795627","NEUTRAL","0.0057257732","8.97%","HIGH","-119.0240388944","12.3622041274","-84.2696629213","50,972,000","66,486,000","155,083,000","13,975,315.00","19,254,936.6666666667","47,318,382.50","None","None","None","11.35%","-12.07%","-7.27%","33,360.00","176,110.00","-1,339,320.0001","3,342,509.9999","23,907,979.9999","0.00","0.00%","0.00","0","1.9615384615","0"
"CEU","8.70","-0.01","-0.11%","8.72","8.70","8.72","8.71","400.00","3,482.00","0.00","10.96","8.05","8.66","8.20","8.96","9.38","8.7855","8.8694","8.9405","9.37975","8.7889829001","8.8500677325","8.9962779273","9.2412775169","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.7771341427","NEUTRAL","-0.0250437816","1.11%","LOW","-70.8117443869","30.00","-100.00","9,490","9,147","7,805","83,224.40","80,205.8666666667","67,472.20","Black Marubozu","Bearish Engulfing","None","0.69%","-0.11%","-2.79%","8,960.00","35,090.00","43,890.00","78,114.9999","1,076,716.9998","0.21","-36.36%","41.4285714286","0","1.0714285714","0"
"CHI","6.00","-0.01","-0.17%","6.00","5.98","6.01","6.01","153,000.00","918,212.00","0.00","8.90","5.01","5.99","5.74","6.30","7.65","6.16","5.9772","5.7386","5.5253","6.111626995","5.9827175768","5.8061098972","5.6028468737","SIDEWAYS","UPTREND","UPTREND","45.9636028295","NEUTRAL","0.0703909566","4.25%","NEUTRAL","-80.4469273743","12.6985881393","-95.7446808511","159,330","127,620","356,185","980,442.30","783,263.6666666667","2,364,655.50","Doji","None","None","4.35%","-6.25%","-4.76%","92,946.00","914,080.00","3,544,048.9997","7,973,602.9994","4,138,807.00","0.22","-31.25%","27.2727272727","0","1.6438356164","0"
"CHIB","34.90","0.00","0.00%","34.95","34.80","35.00","34.90","196,200.00","6,845,075.00","1,418,710.00","37.50","31.9444","34.85","33.28","35.30","36.55","35.1150","35.8570","34.6555","34.12463","35.184807769","35.2624713939","35.1818343768","35.3675278327","SIDEWAYS","SIDEWAYS","SIDEWAYS","36.7334189791","NEUTRAL","-0.1530031668","0.89%","LOW","-124.4444444444","5.928853755","-91.3043478261","316,770","267,420","283,565","11,126,141.20","9,388,900.4666666667","9,955,809.35","Hanging Man","None","None","4.80%","-0.85%","-0.85%","16,291,570.0002","48,113,509.0002","94,192,163.9999","189,655,078.9987","917,297,929.5865","3.25","-0.31%","10.7384615385","0","1.0531080266","0"
"CHP","3.64","-0.05","-1.36%","3.71","3.62","3.74","3.69","1,250,000.00","4,565,630.00","-1,287,940.00","8.35","3.57","3.60","3.58","3.84","4.21","3.7580","4.1678","4.3964","5.35245","3.8137248023","4.0838661002","4.5060390288","5.5416222483","UPTREND","DOWNTREND","DOWNTREND","40.0143752559","NEUTRAL","-0.1185741407","4.50%","NEUTRAL","-58.5642025152","7.8125","-93.75","4,934,900","4,098,267","4,075,750","19,610,587.00","16,072,454.00","15,719,528.50","None","Bearish Engulfing","None","-25.41%","-0.55%","-1.89%","-9,301,930.00","-5,632,070.00","-48,940,370.00","-111,440,393.0005","-2,204,238,081.0009","0.13","-85.71%","28.00","0","0.6419753086","0"
"CIC","63.00","3.90","6.60%","59.00","58.85","64.70","59.10","1,110.00","68,031.00","0.00","80.00","50.00","58.98","56.9583","63.85","66.20","62.5450","62.6160","63.7090","64.578376","62.1880090368","62.7360319493","63.2054336501","62.0454424904","DOWNTREND","SIDEWAYS","SIDEWAYS","51.8907231835","NEUTRAL","-0.2768406536","3.31%","NEUTRAL","-25.3968253968","0.00","-30.2521008403","35,571","33,939","38,169","2,157,016.05","2,091,544.80","2,377,746.5750","White Long Day","Bullish Engulfing","None","-0.32%","-1.49%","0.80%","-44,126.00","907,475.00","875,508.00","74,982,529.00","568,163,856.5003","1.85","-8.87%","34.0540540541","0","6.00","0"
"CIP","290.00","10.00","3.57%","280.00","280.00","290.00","280.00","80.00","22,700.00","0.00","460.00","151.10","267.50","203.50","320.00","439.50","314.00","233.6720","201.7080","181.0670","296.3638267229","254.2002841958","220.2833308397","193.329184871","DOWNTREND","UPTREND","UPTREND","50.8017280235","NEUTRAL","29.2767743857","15.96%","HIGH","-47.3845342223","16.0735578784","-82.9268292683","786","1,264","1,158","260,865.00","469,927.20","412,279.60","White Marubozu","None","None","54.26%","21.85%","-9.38%","11,592.00","11,592.00","15,312.00","44,651.00","31,206.00","26.98","475.77%","10.7487027428","0","3.3894343151","0"
"CLC","7.84","0.24","3.16%","7.62","7.33","7.95","7.60","1,701,200.00","13,125,229.00","2,123,955.00","11.22","7.00","7.18","7.08","7.90","8.46","7.5175","8.2184","8.6018","0.00","7.6724368991","8.0745952428","8.6090735363","0.00","UPTREND","DOWNTREND","DOWNTREND","51.6027038377","NEUTRAL","-0.2399975546","4.25%","NEUTRAL","87.407788643","50.606060606","-31.8181818182","1,541,200","1,438,840","1,639,960","11,670,550.30","10,911,296.8666666667","12,448,080.75","None","None","None","-10.71%","3.16%","5.23%","-11,852,976.00","-16,320,423.00","-26,139,419.0003","-24,212,679.0004","0.00","0.40","0.00%","19.60","0","1.07250342","0"
"CLI","4.60","-0.10","-2.13%","4.73","4.60","4.73","4.70","439,000.00","2,023,350.00","-46,000.00","5.98","4.21","4.55","4.27","4.85","5.04","4.7405","4.7218","4.7647","0.00","4.7214430979","4.7250880718","4.7910422256","0.00","UPTREND","SIDEWAYS","SIDEWAYS","43.2178168568","NEUTRAL","0.0264267032","3.07%","NEUTRAL","-69.5085849615","34.1085271318","-81.3953488372","1,209,600","1,106,600","1,102,800","5,804,479.00","5,305,052.6666666667","5,253,301.50","Black Marubozu","None","None","-5.74%","-2.95%","-6.31%","2,741,550.00","10,320,050.00","16,925,959.00","39,780,907.0001","0.00","0.76","-5.00%","6.0526315789","0","1.7358490566","0"
"CNPF","17.32","-0.22","-1.25%","17.54","17.20","17.54","17.54","184,400.00","3,193,100.00","979,278.00","19.20","14.00","17.16","16.02","17.64","18.64","16.9820","16.25","15.9616","16.7216","17.0377405689","16.5059370884","16.3347907964","16.3872194204","UPTREND","UPTREND","SIDEWAYS","65.2507038339","NEUTRAL","0.4091246051","1.70%","LOW","51.824212272","79.4117647059","-30.00","1,645,290","1,873,847","1,695,870","28,663,441.30","32,229,887.2666666667","28,855,772.55","None","Tweezer Tops","None","7.05%","6.65%","-1.59%","42,265,766.00","259,039,387.9994","360,948,905.9994","485,484,303.9994","2,005,724,151.9965","0.76","1.33%","22.7894736842","0","4.3408521303","0"
"COAL","0.3150","0.00","0.00%","0.3150","0.3150","0.3150","0.3150","200,000.00","63,000.00","0.00","0.48","0.30","0.3050","0.30","0.3225","0.3350","0.3095","0.3164","0.3302","0.359625","0.3113065742","0.316568223","0.3304014004","0.3560219265","UPTREND","SIDEWAYS","DOWNTREND","51.5131484863","NEUTRAL","-0.0017944442","4.12%","NEUTRAL","76.9732550554","47.619047619","-57.1428571429","1,089,000","1,156,667","1,004,000","338,395.00","359,336.6666666667","310,960.00","White Marubozu","Bullish Harami","None","1.61%","3.28%","5.00%","-9,300.00","-54,400.00","-99,250.00","-25,500.0001","-712,665.00","0.00","0.00%","0.00","0","0.324742268","0"
"COL","15.50","0.04","0.26%","15.50","15.46","15.50","15.46","800.00","12,396.00","1,546.00","18.60","15.00","15.45","14.25","15.55","16.05","15.4830","15.5048","15.5524","15.8198","15.4823344042","15.5080965118","15.5927648294","15.7244589178","SIDEWAYS","SIDEWAYS","SIDEWAYS","51.3189854066","NEUTRAL","-0.0024279806","0.83%","LOW","37.1517027864","54.1666666667","-37.50","60,330","127,553","108,125","935,438.80","1,976,017.3333333333","1,673,259.10","Dragonfly Doji","None","None","0.00%","0.00%","0.13%","514,596.00","-4,438,738.00","-4,438,738.00","-4,380,660.00","-189,134,459.9984","0.74","5.71%","20.9459459459","0","5.0819672131","0"
"COSCO","7.05","-0.25","-3.42%","7.40","7.00","7.40","7.30","574,900.00","4,091,391.00","131,306.00","8.86","7.00","7.02","7.02","7.40","7.70","7.2660","7.3848","7.5899","7.81835","7.2830446314","7.3897977423","7.5569767247","7.7777715107","SIDEWAYS","SIDEWAYS","SIDEWAYS","36.683273098","NEUTRAL","-0.0434506681","2.09%","LOW","-135.7857722478","42.0634920635","-88.0952380952","1,320,740","2,004,287","1,803,710","9,661,955.70","14,504,264.1333333333","13,084,689.45","Black Long Day","Bearish Engulfing","None","-8.44%","-3.69%","-4.73%","10,064,864.00","19,161,269.00","9,225,148.00","5,364,469.00","727,580,499.9994","0.68","3.03%","10.3676470588","0","0.6503690037","0"
"CPG","0.4350","0.0050","1.16%","0.4350","0.4350","0.4450","0.43","38,090,000.00","16,810,850.00","-1,113,500.00","0.69","0.42","0.4275","0.4225","0.4525","0.4750","0.43825","0.4509","0.46885","0.504675","0.4387257438","0.4497057473","0.4667640266","0.4898874097","DOWNTREND","SIDEWAYS","SIDEWAYS","46.6843231415","NEUTRAL","-0.0042891329","3.43%","NEUTRAL","-8.153026027","12.1212121212","-81.8181818182","17,462,000","17,440,000","15,241,500","7,662,482.50","7,742,535.00","6,747,396.25","Gravestone Doji","None","None","-11.22%","2.35%","1.16%","-5,454,200.00","-7,202,150.00","-10,332,050.00","-25,442,600.00","-842,365,738.9994","0.05","-50.00%","8.70","0","0.3175182482","0"
"CPM","1.61","-0.04","-2.42%","1.62","1.61","1.64","1.65","999,000.00","1,621,780.00","21,060.00","1.86","0.50","1.60","1.55","1.68","1.85","1.6835","1.6508","1.6406","1.4275","1.6709210414","1.6566937348","1.5969566093","1.4252761654","DOWNTREND","SIDEWAYS","SIDEWAYS","40.3012573418","NEUTRAL","0.0053717141","2.87%","LOW","-198.7918725975","19.0909090909","-100.00","1,084,400","968,133","1,361,550","1,805,545.00","1,617,485.3333333333","2,278,712.50","Shooting Star","None","None","-1.23%","-5.85%","-4.73%","67,800.00","-871,910.00","-1,368,140.0002","-1,961,960.0002","-3,127,730.0010","-0.03","0.00%","-53.6666666667","0","1.61","0"
"CPV","6.13","-0.13","-2.08%","6.05","6.05","6.13","6.26","8,000.00","48,720.00","0.00","9.15","5.30","6.05","5.71","6.74","8.28","6.2860","6.0334","5.9305","5.7325","6.2284724126","6.090570873","5.9539075413","5.4723482427","DOWNTREND","UPTREND","SIDEWAYS","49.0266648614","NEUTRAL","0.0864477549","6.82%","HIGH","-36.3288718929","9.417989418","-95.873015873","21,140","38,980","32,745","132,493.90","275,022.9333333333","220,972.15","White Marubozu","None","None","-1.13%","-12.43%","-5.69%","0.00","0.00","0.00","0.00","0.00","0.26","-38.10%","23.5769230769","0","2.7863636364","0"
