"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"DIZ","7.35","-0.33","-4.30%","7.74","7.22","7.78","7.68","30,700.00","232,135.00","0.00","10.76","7.01","7.14","7.05","7.84","8.10","7.2585","7.3154","7.4887","8.1144","7.2912315787","7.3402926072","7.5630523433","8.0194323986","SIDEWAYS","SIDEWAYS","SIDEWAYS","52.104834535","NEUTRAL","-0.0159199784","3.53%","NEUTRAL","188.6014248219","37.5478927203","-74.7126436782","14,150","11,280","10,045","105,390.90","83,618.8666666667","74,185.10","Black Long Day","None","None","3.52%","1.94%","0.41%","-1,536.00","34,464.00","28,555.00","87,960.00","-3,632,076.00","-0.06","-50.00%","-122.50","0","-735.00","0"
"DMC","12.98","-0.32","-2.41%","13.00","12.60","13.06","13.30","2,728,200.00","35,314,072.00","-8,859,770.00","16.70","11.26","12.60","12.08","13.67","14.12","13.3820","13.9112","14.3152","14.8128","13.385445241","13.774782237","14.1574761125","14.2646155935","DOWNTREND","DOWNTREND","SIDEWAYS","42.0952516911","NEUTRAL","-0.1973617288","2.88%","LOW","-133.3333333333","0.00","-64.8148148148","4,677,290","4,764,420","4,664,910","62,242,189.40","63,217,870.80","62,351,622.30","None","None","None","-9.86%","-6.75%","-5.12%","-48,889,350.00","-200,933,144.00","-514,095,010.0004","-662,359,714.0004","1,036,454,531.7995","1.13","24.18%","11.4867256637","0","2.3345323741","0"
"DMPA1","10.20","-0.30","-2.86%","10.20","10.20","10.20","10.50","10,000.00","102,000.00","0.00","11.10","10.00","10.15","10.00","10.50","10.90","10.3170","10.2112","10.4304","0.00","10.3236974964","10.3157430681","10.4099024164","0.00","UPTREND","SIDEWAYS","SIDEWAYS","46.6624689395","NEUTRAL","0.0389974974","1.36%","LOW","-63.3935289691","62.2222222222","-100.00","6,340","5,280","9,191","65,698.64","52,229.9733333333","92,556.78","White Marubozu","None","Three White Soldiers","0.99%","-2.49%","-2.49%","0.00","0.00","20,200.00","-140,303.9996","0.00","-2.54","-206.72%","-4.0157480315","0","0.3347554972","0"
"DMPA2","10.20","0.00","0.00%","10.20","10.20","10.20","10.20","1,100.00","11,220.00","0.00","10.60","10.00","10.15","10.00","10.36","10.40","10.2810","0.00","0.00","0.00","10.2643764956","0.00","0.00","0.00","SIDEWAYS","NONE","NONE","43.2127605154","NEUTRAL","0.0332289643","0.54%","LOW","-125.8366800535","0.00","-100.00","2,854","2,887","4,471","29,429.20","25,629.60","42,866.80","White Marubozu","Bullish Harami","Three White Soldiers","0.00%","-0.97%","0.00%","0.00","0.00","169,304.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"DMPL","10.00","0.00","0.00%","10.00","10.00","10.00","10.00","3,500.00","35,000.00","-35,000.00","12.40","9.86","9.93","9.93","10.45","11.08","10.3510","10.6180","10.9314","11.2420","10.3164015449","10.5727829343","10.8356206036","11.1503845548","DOWNTREND","SIDEWAYS","SIDEWAYS","33.3180774635","NEUTRAL","-0.1384615995","2.98%","LOW","-163.6927201139","16.3821138211","-82.9268292683","20,750","30,860","30,270","209,910.70","318,358.0666666667","313,467.45","White Marubozu","Bullish Harami","None","-8.42%","-5.66%","-1.38%","-328,843.0001","-231,793.0001","-595,433.0001","-1,281,774.9998","1,800,927.0002","1.89","-35.71%","5.291005291","0","0.5443658138","0"
"DNA","3.36","-0.04","-1.18%","3.45","3.23","3.45","3.40","229,000.00","753,480.00","268,090.00","7.64","2.82","3.20","3.08","3.56","3.92","3.5025","3.8128","3.6908","4.5212","3.539101818","3.7115807024","3.9519374043","5.0206387413","DOWNTREND","DOWNTREND","SIDEWAYS","40.0903002952","NEUTRAL","-0.1434380266","8.61%","HIGH","-86.1471861472","46.2626262626","-56.6666666667","336,100","285,800","330,000","1,127,227.00","963,621.3333333333","1,138,253.00","None","None","None","-10.16%","-9.19%","-1.75%","50,910.00","-608,250.00","-3,260,370.00","-4,629,240.00","1,439,184.00","-0.09","-125.00%","-37.3333333333","0","18.6666666667","0"
"DNL","11.40","-0.38","-3.23%","11.70","11.30","11.70","11.78","822,400.00","9,366,492.00","-555,068.00","13.16","9.98","11.23","10.64","11.78","12.15","11.6780","11.7864","11.3564","11.3170","11.6506495397","11.6198054497","11.4811211358","11.4250425486","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.6514499856","NEUTRAL","-0.0029741507","2.78%","LOW","-67.3671920607","23.4567901235","-83.3333333333","1,433,140","2,071,160","1,941,750","16,789,278.80","24,561,115.0666666667","22,844,391.50","Black Long Day","Bearish Harami","None","3.07%","-3.39%","-3.06%","7,395,818.00","106,691,309.9999","244,572,601.9999","580,986,916.00","1,696,041,654.0002","0.38","11.76%","30.00","0","5.6435643564","0"
"DWC","2.42","0.00","0.00%","2.42","2.37","2.53","2.42","39,000.00","94,890.00","0.00","4.20","2.00","2.38","2.22","2.48","3.12","2.4870","2.5526","2.5649","2.45195","2.4664891693","2.5215432063","2.525561734","2.4523781892","DOWNTREND","SIDEWAYS","SIDEWAYS","45.7210790863","NEUTRAL","-0.0394688008","5.92%","HIGH","-47.619047619","23.2646834478","-73.6842105263","37,700","40,600","153,650","92,370.00","99,314.00","420,303.50","Doji","None","None","-2.81%","-6.92%","0.00%","0.00","19,600.00","-102,020.00","220,860.00","857,370.0001","0.03","-75.00%","80.6666666667","0","1.216080402","0"
"EAGLE","14.38","-0.12","-0.83%","14.40","14.02","14.50","14.50","143,500.00","2,028,156.00","697,800.00","16.60","13.82","14.11","13.86","14.74","15.42","14.4040","14.6744","14.7518","15.0522","14.4678118318","14.5870847475","14.7568813831","15.0449174129","UPTREND","SIDEWAYS","SIDEWAYS","46.662428521","NEUTRAL","-0.0417830595","2.21%","LOW","-41.3235742604","36.9696969697","-59.0909090909","358,430","325,747","385,910","5,185,137.70","4,698,569.2666666667","5,522,494.65","None","None","None","-2.71%","-0.14%","-2.04%","9,695,920.00","28,115,542.00","56,620,256.00","219,590,962.00","0.00","0.93","-48.33%","15.4623655914","0","2.8418972332","0"
"ECP","25.25","-2.10","-7.68%","27.35","25.10","27.35","27.35","115,300.00","2,983,450.00","115,980.00","76.50","3.00","22.62","19.45","31.25","58.25","36.33","44.5310","26.6451","15.10945","35.0848306256","36.5831847947","29.8932370116","20.7128157702","DOWNTREND","DOWNTREND","UPTREND","35.097955145","NEUTRAL","-3.3946539102","23.17%","HIGH","-127.0430552779","22.1279817504","-81.0055865922","294,480","291,100","390,662","8,738,263.00","9,825,805.3333333333","15,872,023.6750","Black Long Day","None","None","36.49%","-46.56%","-23.02%","171,155.00","692,730.0001","-197,573.4999","128,879.5005","921,599.5010","0.04","100.00%","631.25","0","27.7472527473","0"
"EDC","5.77","-0.08","-1.37%","5.77","5.75","5.84","5.85","6,371,300.00","36,801,602.00","24,488,853.9997","8.90","4.80","5.66","5.48","5.87","6.06","5.7265","5.6602","5.6794","5.9439","5.7306781645","5.6943732577","5.7390917425","5.8187344052","UPTREND","SIDEWAYS","SIDEWAYS","52.951117495","NEUTRAL","0.0407721612","2.37%","LOW","40.9683426443","38.1818181818","-60.00","9,178,280","7,307,080","5,975,480","53,974,309.70","42,742,340.00","34,863,988.00","Doji","Bullish Harami","None","0.52%","3.59%","2.12%","25,807,181.9997","-107,941,002.0003","-182,475,637.0005","-66,295,443.0009","-1,099,590,175.3298","0.38","-24.00%","15.1842105263","0","1.904290429","0"
"EEI","10.60","-0.14","-1.30%","10.58","10.56","10.80","10.74","49,600.00","524,938.00","5,290.00","15.30","7.72","10.51","9.92","10.90","11.70","11.0550","11.6716","11.7548","12.0763","10.9967296957","11.3988583368","11.6928501266","11.4617955882","DOWNTREND","DOWNTREND","SIDEWAYS","37.1284390941","NEUTRAL","-0.2190102299","3.18%","NEUTRAL","-125.1245267982","13.3018124508","-88.8888888889","492,380","751,093","856,950","5,411,970.80","8,324,052.6666666667","9,600,695.80","Inverted Hammer","None","None","-11.67%","-9.25%","-3.81%","11,701,364.00","-24,765,992.00","-56,814,844.00","-80,284,894.00","-493,739,022.00","-0.03","99.86%","-353.3333333333","0","1.7235772358","0"
"ELI","0.64","0.00","0.00%","0.64","0.64","0.64","0.64","263,000.00","168,320.00","0.00","0.82","0.62","0.62","0.62","0.65","0.67","0.6375","0.6418","0.6512","0.6812","0.6399906925","0.6428733032","0.6534408623","0.6736394048","UPTREND","SIDEWAYS","SIDEWAYS","50.002928818","NEUTRAL","0.0003387989","2.37%","LOW","6.9444444444","33.3333333333","-66.6666666667","2,269,400","1,886,400","1,471,100","1,463,425.00","1,217,325.3333333333","948,360.00","White Marubozu","Bullish Harami","None","-1.54%","3.23%","0.00%","-8,380.00","-11,952,210.00","-12,554,450.00","-20,164,450.00","-80,200,919.9986","0.04","0.00%","16.00","0","0.3742690058","0"
"EMP","7.34","-0.16","-2.13%","7.49","7.31","7.49","7.50","52,200.00","383,201.00","-19,059.00","8.96","5.95","7.26","6.89","7.62","7.97","7.5475","7.7660","7.5438","7.4226","7.5178965749","7.6003699927","7.5482805244","7.42838011","DOWNTREND","SIDEWAYS","SIDEWAYS","42.3290736898","NEUTRAL","-0.0751728266","3.17%","NEUTRAL","-96.5986394558","25.1224105462","-77.9661016949","355,920","413,440","519,590","2,639,938.50","3,075,171.3333333333","3,947,987.05","Black Long Day","Bearish Harami","None","-0.14%","-5.90%","-0.41%","-761,484.00","-20,020,855.00","-11,272,975.00","96,873,290.9999","-476,152,546.9995","0.45","0.00%","16.3111111111","0","2.2242424242","0"
"EURO","1.64","-0.06","-3.53%","1.64","1.64","1.65","1.70","23,000.00","37,730.00","1,650.00","1.93","1.54","1.54","1.30","1.86","1.95","1.7645","1.7234","1.7176","1.73355","1.7467607196","1.7328459196","1.7257869772","1.7279091718","DOWNTREND","SIDEWAYS","SIDEWAYS","41.2609783317","NEUTRAL","0.011752525","3.77%","NEUTRAL","-178.9215686275","0.00","-100.00","33,800","30,000","64,900","58,455.00","52,052.6666666667","80,384.00","Gravestone Doji","None","None","-1.20%","-9.89%","-10.87%","1,650.00","6,840.00","6,840.00","35,310.00","-34,930.00","0.08","33.33%","20.50","0","1.3553719008","0"
"EVER","0.1290","-0.0010","-0.77%","0.1290","0.1290","0.1290","0.13","110,000.00","14,190.00","0.00","0.1970","0.1150","0.1205","0.1190","0.1330","0.1395","0.1321","0.13696","0.14033","0.15166","0.1324897464","0.1359324881","0.1406510473","0.1468616215","SIDEWAYS","DOWNTREND","SIDEWAYS","45.2113135644","NEUTRAL","-0.0017543784","4.23%","NEUTRAL","-51.18300338","63.0847953216","-41.6666666667","672,000","544,667","462,500","84,144.00","68,625.3333333333","58,834.50","White Marubozu","Bullish Harami","Three White Soldiers","-12.84%","0.78%","-4.44%","0.00","5,200.00","31,350.00","43,329.9998","2,810,379.9996","0.01","-50.00%","12.90","0","0.2433962264","0"
"EW","29.00","-0.85","-2.85%","29.95","28.65","29.95","29.85","2,395,700.00","69,816,690.00","-3,869,750.00","36.10","19.88","28.82","27.40","30.60","32.50","29.62","29.2870","31.1005","30.97575","29.6686172401","29.7692798832","30.2009881403","29.3626286657","UPTREND","SIDEWAYS","DOWNTREND","43.9540135894","NEUTRAL","0.3090980105","2.89%","LOW","-32.3251720275","39.2535524739","-87.2727272727","1,424,390","1,409,240","1,327,535","43,204,238.20","42,531,802.80","39,497,729.10","Black Long Day","None","None","-9.23%","3.57%","-6.00%","15,412,965.00","156,324,525.00","246,121,810.00","212,074,650.00","-857,188,017.3005","4.24","17.13%","6.8396226415","0","1.1572226656","0"
"FAF","0.64","-0.01","-1.54%","0.64","0.64","0.64","0.65","50,000.00","32,000.00","0.00","0.82","0.64","0.63","0.44","0.69","0.72","0.6605","0.6746","0.6720","0.6828","0.6617835668","0.6695140647","0.6742309542","0.686197504","DOWNTREND","SIDEWAYS","SIDEWAYS","42.5003216469","NEUTRAL","-0.0058884309","2.83%","LOW","-114.2857142857","11.1111111111","-100.00","1,107,000","740,200","612,250","752,025.00","502,802.00","414,273.50","White Marubozu","Bullish Harami","Three White Soldiers","-11.11%","-4.48%","-1.54%","-260,130.00","-272,110.00","-243,690.00","-258,690.00","-7,693,750.00","-0.01","0.00%","-64.00","0","0.347826087","0"
"FDC","7.56","0.00","0.00%","7.56","7.56","7.56","7.56","1,200.00","9,072.00","0.00","8.15","7.20","7.38","7.12","7.58","7.90","7.5310","7.5540","7.6753","7.69175","7.5457957259","7.5751982451","7.6301498116","7.6516584605","SIDEWAYS","SIDEWAYS","SIDEWAYS","51.2476725239","NEUTRAL","-0.0045937173","1.74%","LOW","122.1532091097","91.452991453","-7.6923076923","12,820","11,320","16,475","94,417.50","83,493.40","122,222.15","White Marubozu","Bullish Harami","None","-2.45%","0.80%","0.00%","0.00","0.00","129,459.00","-189,303.00","15,350,397.0004","0.68","23.64%","11.1176470588","0","0.641221374","0"
"FERRO","3.40","0.01","0.29%","3.40","3.40","3.40","3.39","1,000.00","3,400.00","0.00","5.90","3.00","3.31","3.09","3.50","3.80","3.5055","3.5836","3.6698","3.9864","3.4927992926","3.5665309687","3.6808810276","3.7693132903","DOWNTREND","SIDEWAYS","SIDEWAYS","43.7245887748","NEUTRAL","-0.050808983","6.05%","HIGH","-76.1940626373","34.4080338267","-68.1818181818","31,300","89,533","121,100","105,605.00","302,354.6666666667","419,628.50","White Marubozu","None","None","0.00%","-6.59%","-0.29%","0.00","9,900.00","23,280.00","251,220.00","-658,815.0002","0.04","300.00%","85.00","0","2.6356589147","0"
"FEU","970.00","0.00","0.00%","970.00","970.00","970.00","970.00","10.00","9,700.00","-9,700.00","1,020.00","900.00","907.50","858.00","977.50","1,020.00","968.7250","979.59","976.39","970.6375","962.845363281","973.1816947556","974.9066397649","975.5786807613","DOWNTREND","SIDEWAYS","SIDEWAYS","50.4959224139","NEUTRAL","-9.4829733445","2.93%","LOW","-3.4407071246","50.00","-30.00","3,761","2,697","2,033","3,629,279.50","2,605,831.3333333333","1,964,873.00","White Marubozu","Bullish Harami","None","1.04%","0.00%","6.59%","-2,628,700.00","-7,581,600.00","-8,133,900.00","-8,317,400.00","23,842,975.00","15.59","-17.56%","62.2193713919","0","1.7830882353","0"
"FFI","9.32","0.62","7.13%","9.33","9.32","9.33","8.70","1,100.00","10,262.00","0.00","14.24","7.54","8.59","8.04","9.33","13.17","8.7385","8.6954","8.5142","7.90275","8.8210184392","8.7388458456","8.5014591637","8.1387287842","SIDEWAYS","SIDEWAYS","SIDEWAYS","57.4601246578","NEUTRAL","-0.0326366733","4.69%","NEUTRAL","249.4283201407","56.9579288026","-1.9417475728","8,520","7,367","8,680","73,936.20","64,050.1333333333","69,820.35","Black Marubozu","None","None","21.51%","7.62%","5.67%","0.00","0.00","-91,742.00","-59,948.0004","-669,459.0004","-0.05","-113.51%","-186.40","0","1.9829787234","0"
"FGEN","16.82","-0.26","-1.52%","16.68","16.62","16.90","17.08","2,269,500.00","38,164,002.00","-25,656,852.00","22.90","14.32","16.24","14.38","17.09","17.80","15.8540","15.8592","16.5442","17.4296","16.2456907148","16.1273153433","16.5527493443","17.5829990239","UPTREND","SIDEWAYS","DOWNTREND","59.710073025","NEUTRAL","0.2319273306","2.92%","LOW","59.7407165989","62.1993127148","-35.5670103093","3,001,530","3,145,400","3,249,800","51,724,074.80","51,918,295.60","51,908,909.50","None","Bullish Harami","None","-1.06%","16.00%","0.12%","-24,042,657.9997","81,869,042.0003","105,539,758.0003","62,394,980.0001","-245,446,665.0032","0.02","-60.00%","841.00","0","32.9803921569","0"
"FGENF","108.00","0.60","0.56%","108.00","108.00","108.00","107.40","10.00","1,080.00","0.00","127.00","100.00","102.50","100.00","108.50","115.00","105.6850","107.6720","108.2620","110.1470","106.1950756124","107.074548607","108.1358885012","108.9956575339","UPTREND","SIDEWAYS","SIDEWAYS","53.7398469602","NEUTRAL","-0.5758591599","1.89%","LOW","84.9211950129","89.552238806","0.00","2,071","1,485","1,182","212,573.10","152,500.3333333333","121,524.90","White Marubozu","None","Three White Soldiers","-6.09%","0.00%","0.09%","0.00","2,070.00","161,140.00","161,140.00","-14,181,986.00","0.00","0.00%","0.00","0","0.00","0"
"FGENG","110.80","0.00","0.00%","110.80","110.80","110.80","110.80","70.00","7,756.00","0.00","118.70","108.00","110.00","104.05","111.50","115.00","111.23","113.85","113.9210","115.45","111.3878950957","112.7898768385","113.8144651263","114.7177588086","DOWNTREND","SIDEWAYS","SIDEWAYS","45.0207708804","NEUTRAL","-0.9622536698","0.79%","LOW","-45.5140798952","0.00","-60.00","28,796","26,505","21,339","2,978,177.20","2,751,680.60","2,229,031.55","White Marubozu","Bullish Harami","None","-5.30%","-0.63%","0.73%","0.00","0.00","-76,762.00","-189,062.00","-43,182,543.00","0.00","0.00%","0.00","0","0.00","0"
"FINA","2,053.15","-39.46","-1.89%","2,072.78","2,048.46","2,072.78","2,092.61","19,991,888.00","1,886,236,422.70","-186,869,564.50","2,337.91","1,804.88","2,050.80","1,988.32","2,152.56","2,236.93","2,168.4005","2,209.8924","2,166.26","2,070.98785","2,137.9242852499","2,149.1004667159","2,129.4386828846","2,065.3195702345","DOWNTREND","SIDEWAYS","SIDEWAYS","44.8416419321","NEUTRAL","-3.1913678357","3.86%","NEUTRAL","-181.4987353782","11.4465492215","-97.2233733941","19,540,000","18,315,872","18,669,100","1,517,251,194.09","1,411,103,582.3806666667","1,298,206,730.1030","Black Long Day","None","None","-7.94%","-7.75%","-4.14%","-908,720,389.9998","-2,740,586,865.0001","-3,702,470,834.0004","-5,166,281,269.0023","-14,282,731,304.0019","0.00","0.00%","0.00","0","0.00","0"
"FJP","4.65","0.00","0.00%","4.65","4.65","4.65","4.65","12,000.00","55,800.00","0.00","6.90","4.01","4.60","4.42","5.95","6.20","4.8880","4.8686","5.2934","5.5902","4.8911666317","4.9632809017","5.1631458361","5.3103505177","UPTREND","SIDEWAYS","DOWNTREND","45.876951128","NEUTRAL","0.0273870959","9.39%","HIGH","-68.8568502324","5.5811380442","-94.1422594142","37,950","53,560","40,720","190,520.40","283,514.20","215,175.90","White Marubozu","Tweezer Bottoms","None","5.20%","-12.26%","-7.00%","0.00","0.00","0.00","0.00","0.00","0.40","150.00%","11.6250","0","0.9064327485","0"
"FJPB","5.40","-0.20","-3.57%","5.41","5.40","5.41","5.60","3,000.00","16,220.00","0.00","6.38","5.00","5.28","5.00","6.24","7.00","5.3595","5.8620","5.8083","4.4765","5.478857529","5.6272476766","5.3902303533","4.3624418634","SIDEWAYS","DOWNTREND","SIDEWAYS","48.0513176337","NEUTRAL","-0.1358311199","6.56%","HIGH","12.6755521866","50.7246376812","-71.0144927536","25,150","19,060","14,910","144,051.00","108,074.6666666667","84,241.00","Black Marubozu","None","None","-3.57%","0.93%","-3.57%","0.00","44,959.9997","44,959.9997","119,889.9997","0.00","0.00","0.00%","0.00","0","0.00","0"
"FLI","1.68","-0.02","-1.18%","1.70","1.67","1.70","1.70","1,825,000.00","3,077,000.00","-1,360,670.00","2.25","1.60","1.62","1.54","1.74","1.82","1.7545","1.8088","1.84","1.8497","1.7472095741","1.7923381326","1.8237720056","1.8278513054","DOWNTREND","DOWNTREND","SIDEWAYS","38.013117235","NEUTRAL","-0.0243259827","2.76%","LOW","-150.0168180289","0.00","-71.4285714286","10,999,100","9,017,333","8,788,700","18,997,068.00","15,680,204.00","15,323,161.50","Black Long Day","Bearish Harami","None","-10.64%","-5.08%","-2.89%","-55,965,960.00","-68,949,160.00","-75,024,900.00","-90,378,750.00","167,561,389.9984","0.23","4.55%","7.3043478261","0","0.6640316206","0"
"FMETF","122.30","-1.80","-1.45%","124.10","121.60","124.10","124.10","30,860.00","3,771,999.00","20,851.00","137.20","108.7273","121.65","118.00","125.70","130.50","126.9650","130.3540","128.9350","125.292955","126.4154951342","128.3918839098","128.025530059","125.1179421661","DOWNTREND","SIDEWAYS","SIDEWAYS","32.439142082","NEUTRAL","-1.5047246903","1.26%","LOW","-143.5718826879","0.00","-90.1234567901","35,403","27,972","25,204","4,430,478.00","3,512,165.20","3,177,465.75","Black Long Day","Tweezer Tops","None","-6.28%","-5.63%","-2.86%","23,818.00","183,970.00","69,223.0001","624,270.9999","4,873,374.1002","11.95","-15.67%","10.2343096234","0","0.9858927852","0"
"FNI","2.45","-0.02","-0.81%","2.46","2.41","2.47","2.47","2,426,000.00","5,962,070.00","4,029,510.00","3.17","2.29","2.42","2.30","2.56","2.68","2.4365","2.4832","2.6195","2.6023","2.4702269406","2.4961248951","2.5523701872","2.613889911","UPTREND","SIDEWAYS","DOWNTREND","48.1541388761","NEUTRAL","0.0075212629","4.16%","NEUTRAL","-2.1180831348","34.2005420054","-70.7317073171","5,101,800","5,775,867","5,033,750","13,044,034.00","14,462,005.3333333333","12,474,048.50","None","None","None","-6.84%","5.60%","-5.41%","7,081,480.00","7,909,329.9999","9,081,969.9999","12,316,139.9999","-124,805,878.2023","0.15","150.00%","16.3333333333","0","2.0416666667","0"
"FOOD","0.59","0.01","1.72%","0.57","0.57","0.59","0.58","81,000.00","46,880.00","0.00","0.98","0.55","0.56","0.55","0.60","0.64","0.5795","0.6010","0.6449","0.73065","0.5851483698","0.6034948582","0.6430165922","0.7025329216","UPTREND","DOWNTREND","DOWNTREND","50.529654708","NEUTRAL","-0.0062585486","4.18%","NEUTRAL","31.25","37.037037037","-55.5555555556","1,304,000","965,867","844,850","777,244.00","572,637.3333333333","497,583.00","White Marubozu","None","None","-4.84%","1.72%","-1.67%","266,139.9999","1,208,399.9999","1,428,159.9998","1,317,099.9998","2,850,569.9998","0.00","0.00%","0.00","0","59.00","0"
"FPH","64.50","-0.40","-0.62%","65.20","64.00","65.20","64.90","48,360.00","3,111,023.50","908,643.50","73.80","60.75","64.05","62.00","65.85","68.65","64.2325","63.1440","62.7270","65.53225","64.4408104581","63.6168413104","63.7916904913","65.1534579534","UPTREND","SIDEWAYS","SIDEWAYS","51.7779614362","NEUTRAL","0.7618802052","2.26%","LOW","20.1614403154","36.3492063492","-66.6666666667","199,915","196,581","228,400","13,142,459.95","12,764,637.1666666667","14,595,129.60","None","None","None","4.03%","3.61%","-3.73%","1,067,881.00","37,909,816.9999","53,175,061.4999","109,668,394.4999","-32,059,949.9993","10.03","-47.90%","6.4307078764","0","0.3537735849","0"
"FPHPC","505.00","0.00","0.00%","505.00","505.00","505.00","505.00","800.00","404,000.00","0.00","518.00","500.00","500.00","500.00","517.50","517.50","510.55","507.70","0.00","0.00","509.5914689398","507.1727463915","0.00","0.00","SIDEWAYS","SIDEWAYS","NONE","45.8761220552","NEUTRAL","1.1674511646","0.82%","LOW","-114.0350877193","0.00","-100.00","2,335","1,896","3,931","1,185,584.00","964,509.3333333333","2,001,622.00","White Marubozu","Bullish Harami","None","-0.39%","0.00%","0.00%","5,300.00","5,300.00","-7,580,600.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"FPI","0.20","0.00","0.00%","0.1990","0.1990","0.21","0.20","320,000.00","63,800.00","0.00","0.2950","0.1780","0.1945","0.1850","0.2070","0.2675","0.1991","0.1926","0.1971","0.198625","0.1992761034","0.1964947059","0.197139519","0.2000752012","UPTREND","UPTREND","SIDEWAYS","50.9730314033","NEUTRAL","0.0028647509","6.74%","HIGH","27.8767422964","15.931372549","-87.50","892,000","2,384,000","1,813,500","182,800.50","539,270.3333333333","409,171.75","Inverted Hammer","None","None","9.89%","8.11%","-1.96%","0.00","29,170.00","237,680.00","398,210.00","1,171,439.9995","0.00","0.00%","0.00","0","0.6666666667","0"
"GEO","0.2170","-0.0020","-0.91%","0.21","0.21","0.2190","0.2190","60,000.00","12,830.00","6,300.00","0.35","0.1850","0.2135","0.1975","0.2245","0.2650","0.23135","0.21152","0.22714","0.25502","0.2241133344","0.2217274418","0.2288323935","0.2426618786","DOWNTREND","UPTREND","DOWNTREND","44.4733009174","NEUTRAL","0.003632422","7.13%","HIGH","-101.9915509958","13.1196581197","-88.3333333333","608,000","1,304,000","1,984,500","134,824.50","317,324.3333333333","486,145.75","White Long Day","None","None","3.33%","-9.58%","-3.56%","69,300.00","116,350.00","64,350.00","95,500.00","22,457,030.0004","0.00","100.00%","0.00","0","21.70","0"
"GERI","1.52","-0.07","-4.40%","1.55","1.51","1.62","1.59","26,717,000.00","41,790,600.00","-1,116,650.00","1.91","0.95","1.36","1.30","1.60","1.68","1.38","1.36","1.4082","1.44235","1.4011900835","1.3839321045","1.3963169488","1.3687537105","UPTREND","SIDEWAYS","SIDEWAYS","64.3082566041","NEUTRAL","0.0171410441","3.63%","NEUTRAL","235.0634371396","74.2200328407","-34.4827586207","9,105,600","8,082,733","6,671,900","13,557,128.00","11,784,548.6666666667","9,632,820.00","None","None","None","6.29%","16.92%","10.95%","-2,942,689.9999","-2,286,709.9999","-12,719,649.9999","-11,290,669.9999","-39,418,189.9993","0.08","33.33%","19.00","0","0.5801526718","0"
"GLO","1,557.00","-43.00","-2.69%","1,532.00","1,520.00","1,598.00","1,600.00","33,115.00","51,420,305.00","-14,950,435.00","2,252.00","1,520.00","1,530.00","1,482.00","1,678.50","1,775.00","1,683.70","1,749.78","1,806.02","1,936.7750","1,673.2027502413","1,735.8105085434","1,799.7785803766","1,865.4349460617","DOWNTREND","DOWNTREND","SIDEWAYS","33.6441616617","NEUTRAL","-36.397516797","3.55%","NEUTRAL","-181.5029302632","0.00","-86.2962962963","56,967","48,823","46,788","93,811,974.25","80,971,091.1666666667","78,286,610.8750","None","None","None","-18.05%","-9.58%","-6.77%","-145,867,725.00","-244,634,890.00","-524,549,895.00","-177,671,795.00","-2,789,895,790.00","124.89","22.77%","12.4669709344","0","3.6728628043","0"
"GLOPP","505.00","-15.00","-2.88%","505.50","505.00","505.50","520.00","8,800.00","4,445,200.00","0.00","545.00","504.50","504.50","499.00","526.00","543.00","515.2750","520.83","522.50","524.9825","514.8008149391","519.383562147","521.8767725623","523.6293178258","DOWNTREND","SIDEWAYS","SIDEWAYS","40.429836196","NEUTRAL","-3.5355003034","0.96%","LOW","-84.2028985507","56.6580534022","-97.6744186047","10,638","9,606","7,614","5,372,774.00","4,895,940.6666666667","3,885,830.25","Black Marubozu","None","None","-3.44%","-0.98%","-0.20%","0.00","-5,045.00","-46,745.00","-18,165,670.00","-32,383,135.00","0.00","0.00%","0.00","0","0.00","0"
"GMA7","6.35","0.01","0.16%","6.35","6.28","6.36","6.34","214,100.00","1,356,512.00","0.00","7.07","5.69","6.23","6.01","6.36","7.06","6.3390","6.1416","5.9999","6.06155","6.3082546017","6.1857727187","6.1013848292","6.0961835443","SIDEWAYS","UPTREND","SIDEWAYS","58.1926020186","NEUTRAL","0.0729403994","1.10%","LOW","-4.0306328094","38.2716049383","-48.1481481481","271,790","374,873","367,055","1,730,061.00","2,392,792.00","2,330,010.50","Doji","None","None","8.73%","2.09%","0.32%","0.00","0.00","0.00","0.00","0.00","0.59","-16.90%","10.7627118644","0","3.3597883598","0"
