"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"BH","1,950.00","30.00","1.56%","1,910.00","1,910.00","1,990.00","1,920.00","35.00","67,700.00","0.00","2,990.00","1,001.00","1,400.00","1,052.00","2,025.00","2,945.00","1,636.50","1,326.40","1,036.32","0.00","1,677.4446567879","1,392.988617983","1,064.15672898","0.00","UPTREND","UPTREND","UPTREND","55.5304931937","NEUTRAL","181.2796250157","15.30%","HIGH","53.2925639966","44.3982548575","-56.5832426551","251","174","135","403,652.25","278,550.8333333333","214,402.1250","None","Bullish Engulfing","None","31.22%","85.01%","1.56%","0.00","-9,100.00","20,165.00","49,100.00","0.00","3.59","-28.34%","543.1754874652","0","9.8984771574","0"
"BHI","0.0630","-0.0010","-1.56%","0.0640","0.0630","0.0650","0.0640","6,690,000.00","423,580.00","0.00","0.0990","0.0620","0.0625","0.0575","0.0655","0.0725","0.0671","0.06758","0.06941","0.074205","0.0661390306","0.0675833273","0.069372993","0.0717859945","DOWNTREND","SIDEWAYS","SIDEWAYS","36.6276287567","NEUTRAL","-0.0006536162","4.35%","NEUTRAL","-103.2863849765","17.7272727273","-90.00","27,618,000","25,526,667","36,622,500","1,806,113.00","1,697,342.00","2,493,434.00","None","Bearish Engulfing","None","-11.27%","-5.97%","-1.56%","12,600.00","320,510.00","217,960.00","497,880.00","6,792,590.0007","290,664.00","0.00%","0.0000002167","0","0.42","0"
"BKR","1.69","0.09","5.63%","1.60","1.55","1.70","1.60","76,000.00","124,470.00","-31,200.00","3.24","1.05","1.58","1.47","1.70","1.91","1.7125","1.8046","1.9363","1.8111","1.7173632188","1.7949862224","1.8511731592","1.8018647476","SIDEWAYS","DOWNTREND","DOWNTREND","46.4760563908","NEUTRAL","-0.0315030066","5.80%","HIGH","-52.25472273","0.00","-64.1025641026","161,600","278,733","322,400","271,478.00","493,004.6666666667","551,209.00","None","Bullish Engulfing","None","-14.21%","3.05%","5.63%","-31,200.00","18,500.00","1,108,240.00","478,770.00","-13,798,040.0003","0.05","350.00%","33.80","0","2.3802816901","0"
"BLFI","3.18","0.13","4.26%","3.23","3.05","3.23","3.05","47,000.00","144,820.00","0.00","4.50","3.01","3.03","2.92","3.22","3.59","3.23","3.5510","3.7049","3.85495","3.2461127095","3.4642610106","3.6336616729","3.7373825979","DOWNTREND","DOWNTREND","DOWNTREND","43.6300552447","NEUTRAL","-0.1456014204","4.61%","NEUTRAL","-51.9424210891","26.7715419501","-64.5833333333","116,600","121,267","126,600","365,299.00","383,743.3333333333","412,585.00","Hanging Man","None","None","-16.75%","-5.64%","4.26%","18,260.00","191,550.00","311,330.00","379,700.00","560,949.9997","2.55","-6.93%","1.2470588235","0","1.3140495868","0"
"BLOOM","14.18","-0.12","-0.84%","14.30","14.02","14.40","14.30","4,192,400.00","59,708,538.00","17,748,656.00","14.86","7.20","13.72","13.15","14.50","14.86","14.2580","13.2868","11.9241","10.95105","14.1148236002","13.3794248818","12.4063159046","11.1676823539","DOWNTREND","UPTREND","UPTREND","52.9448582573","NEUTRAL","0.3109673515","3.70%","NEUTRAL","-12.3456790123","60.7843137255","-50.00","7,910,580","12,299,660","11,880,600","112,341,694.60","176,201,738.5333333333","169,713,281.50","None","None","None","30.09%","-1.53%","-0.84%","162,495,862.00","740,156,442.00","1,988,130,294.00","3,104,553,708.0004","5,406,386,911.5982","0.60","3,100.00%","23.6333333333","0","5.1376811594","0"
"BMM","180.00","2.00","1.12%","182.00","180.00","185.80","178.00","1,360.00","248,014.00","0.00","265.00","96.10","143.00","108.00","182.90","232.60","152.50","134.0040","124.6760","126.46375","156.1035824541","140.3265679904","132.3997915625","122.4597205138","UPTREND","UPTREND","UPTREND","60.0696893485","NEUTRAL","11.9475725446","13.29%","HIGH","71.598060456","38.1010958854","-62.0437956204","2,665","6,242","4,799","452,214.90","1,107,992.0666666667","843,669.15","Shooting Star","None","None","49.88%","66.67%","1.12%","793,730.00","50,906.00","53,424.00","92,372.00","54,349.00","-6.20","-91.95%","-29.0322580645","0","4.9820094105","0"
"BPI","109.30","0.20","0.18%","108.50","108.50","109.30","109.10","673,970.00","73,304,723.00","-32,186,031.00","129.00","95.60","108.80","105.20","114.05","124.45","115.7550","118.00","110.8970","107.2395","114.7216491209","115.3342603253","112.5678264771","108.579910944","DOWNTREND","SIDEWAYS","UPTREND","33.0124572126","NEUTRAL","-1.2957303774","2.37%","LOW","-149.6953872933","11.7127799736","-93.0434782609","2,327,560","2,042,533","2,088,836","262,916,755.20","233,172,412.60","241,096,781.75","White Marubozu","None","None","1.11%","-8.84%","0.18%","-452,450,412.00","-1,364,413,231.00","-1,694,172,706.00","-1,156,847,163.00","-5,084,876,535.9995","5.51","-0.36%","19.8366606171","0","2.404840484","0"
"BRN","0.99","-0.04","-3.88%","1.03","0.96","1.03","1.03","6,952,000.00","6,825,930.00","-96,440.00","1.71","0.91","0.96","0.93","1.06","1.18","1.0560","1.0086","1.0095","1.15545","1.0312375354","1.0241884741","1.0410732907","1.0706801893","DOWNTREND","UPTREND","SIDEWAYS","44.5620430489","NEUTRAL","0.0092613245","6.16%","HIGH","-127.2030651341","24.5149911816","-85.7142857143","8,883,400","14,786,867","15,921,800","9,143,798.00","16,152,980.00","17,328,958.00","None","None","None","-1.00%","-10.00%","-3.88%","-667,110.00","-3,886,129.9998","-3,207,599.9998","-2,901,149.9998","-17,680,397.9993","1.10","0.00%","0.90","0","0.7443609023","0"
"BSC","0.2170","0.00","0.00%","0.2250","0.2160","0.2250","0.2170","780,000.00","169,470.00","0.00","0.32","0.2080","0.2160","0.2090","0.2320","0.2390","0.2209","0.21918","0.21945","0.23507","0.2205736588","0.2201420346","0.2227052454","0.2288128279","UPTREND","SIDEWAYS","SIDEWAYS","46.4431597659","NEUTRAL","0.0008214716","3.96%","NEUTRAL","-41.3793103448","5.6100217865","-97.0588235294","2,037,000","3,894,000","3,885,500","448,630.00","883,313.3333333333","873,707.00","Black Long Day","Bearish Engulfing","None","-3.13%","-1.36%","-3.13%","83,480.00","13,990.00","33,340.00","-166,790.00","26,796,110.00","-0.01","0.00%","-21.70","0","0.7750","0"
"CA","79.95","-1.05","-1.30%","85.00","75.20","85.00","81.00","2,530.00","206,439.00","0.00","105.00","53.00","71.00","53.00","83.00","93.00","67.0725","61.9090","64.3055","71.2125","69.8098450671","65.2544623179","66.1995169031","73.0728962883","UPTREND","UPTREND","SIDEWAYS","62.426535696","NEUTRAL","3.8508084109","11.27%","HIGH","94.9888266446","49.967948718","-48.1730769231","9,328","25,629","19,534","713,706.00","2,034,425.50","1,542,757.45","None","None","None","33.25%","47.24%","-1.30%","0.00","0.00","0.00","0.00","0.00","28,140,116.56","41.50%","0.0000028411","0","7.3483455882","0"
"CAB","85.25","0.00","0.00%","85.25","85.25","85.25","85.25","270.00","23,017.50","0.00","168.00","80.60","85.08","82.00","112.90","154.00","93.1850","89.8650","97.7305","0.00","90.7550621485","92.6075073023","98.0249207921","0.00","DOWNTREND","UPTREND","DOWNTREND","46.6952848782","NEUTRAL","0.2152396208","13.25%","HIGH","-51.9659763199","3.3270560844","-97.3529411765","1,042","2,856","2,168","97,787.15","327,172.90","247,913.3750","White Marubozu","Bullish Harami","Three White Soldiers","2.71%","-14.75%","0.00%","35,990.00","-415,060.00","-358,060.00","-868,060.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"CAL","2.04","-0.01","-0.49%","2.05","2.03","2.05","2.05","1,136,000.00","2,318,000.00","-465,620.00","4.28","1.86","2.03","1.97","2.18","2.28","2.1115","2.0416","2.1714","2.55635","2.0961973154","2.1031158968","2.20946403","2.4437123313","UPTREND","UPTREND","DOWNTREND","44.7081742575","NEUTRAL","0.0175152189","3.60%","NEUTRAL","-125.3333333333","10.4102564103","-96.00","4,461,800","3,744,933","3,725,000","9,621,627.00","8,027,760.6667","7,953,718.50","None","None","None","-9.73%","-5.99%","-4.67%","-727,200.00","-227,640.0003","3,584,309.9998","15,918,729.9999","31,761,129.9991","0.35","-23.91%","5.5135","0","0.7083","0"
"CAT","23.85","0.55","2.36%","23.95","22.70","23.95","23.30","38,200.00","891,640.00","0.00","51.20","14.00","22.10","21.00","24.82","49.02","26.8450","22.2468","20.8482","19.2301","25.208739903","23.3967319006","21.7145670728","20.100256503","DOWNTREND","UPTREND","UPTREND","48.1875742244","NEUTRAL","1.3544348406","16.37%","HIGH","-49.4472043639","9.3422765608","-90.5629139073","246,170","491,173","388,040","6,984,843.00","17,115,547.3333333333","13,304,016.50","Hanging Man","None","None","17.20%","1.06%","2.36%","-1,228,965.00","-7,334,255.00","-7,765,655.00","-7,730,157.0003","-7,095,982.0007","0.21","2,000.00%","113.5714285714","0","2.2206703911","0"
"CDC","1.00","-0.03","-2.91%","1.01","1.00","1.03","1.03","176,000.00","177,410.00","0.00","1.65","0.99","0.9810","0.9524","1.03","1.07","1.0370","1.0754","1.1297","1.299629","1.0341588727","1.0752400496","1.1399240849","1.2043163285","DOWNTREND","DOWNTREND","DOWNTREND","37.9153108174","NEUTRAL","-0.0205022733","3.00%","NEUTRAL","-80.0865800866","37.50","-87.50","480,700","377,000","320,000","486,900.00","383,480.6666666667","326,217.00","Shooting Star","Tweezer Tops","None","-14.53%","-6.54%","-2.91%","2,830.00","146,420.00","148,580.00","361,549.9999","3,151,505.4997","0.11","-8.33%","9.0909090909","0","0.7042253521","0"
"CEB","90.00","-3.90","-4.15%","93.95","90.00","94.05","93.90","296,060.00","26,886,903.00","-8,751,416.00","113.40","90.00","89.85","86.12","99.50","103.15","99.17","99.6960","100.3560","101.99125","98.2324332333","99.4910412286","100.5065012177","101.0068946672","DOWNTREND","SIDEWAYS","SIDEWAYS","20.7027245993","OVERSOLD","-0.5002383299","2.23%","LOW","-274.1641694577","12.6213592233","-100.00","172,895","162,993","156,016","16,840,177.25","16,044,997.9666666667","15,408,699.50","Black Long Day","None","None","-10.00%","-10.27%","-4.15%","-27,138,893.00","-5,902,247.00","39,184,965.50","199,928,038.50","1,443,642,299.5003","13.05","-18.94%","6.8965517241","0","1.3706975327","0"
"CEI","0.25","-0.0050","-1.96%","0.26","0.2490","0.26","0.2550","15,090,000.00","3,778,210.00","-28,400.00","0.3850","0.1530","0.2455","0.2325","0.2625","0.3425","0.2820","0.25614","0.23306","0.21987","0.2682721142","0.258347443","0.2427388249","0.2228986344","DOWNTREND","UPTREND","UPTREND","42.0008052404","NEUTRAL","0.0041560627","8.81%","HIGH","-111.5434500649","13.7846792341","-87.8378378378","43,654,000","58,574,667","111,727,000","11,846,066.00","16,640,610.6666666667","33,729,145.50","Black Long Day","None","None","9.17%","-13.79%","-1.96%","290,660.00","172,660.00","-1,078,520.0001","3,136,799.9999","23,879,579.9999","0.00","0.00%","0.00","0","1.9230769231","0"
"CEU","8.70","-0.01","-0.11%","8.72","8.70","8.72","8.71","400.00","3,482.00","0.00","10.96","8.05","8.66","8.20","8.96","9.38","8.7855","8.8694","8.9405","9.37975","8.7889829001","8.8500677325","8.9962779273","9.2412775169","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.7771341427","NEUTRAL","-0.0250437816","1.11%","LOW","-70.8117443869","30.00","-100.00","9,490","9,147","7,805","83,224.40","80,205.8666666667","67,472.20","Black Marubozu","Bearish Engulfing","None","0.69%","-0.11%","-2.79%","8,960.00","35,090.00","43,890.00","78,114.9999","1,076,716.9998","0.21","-36.36%","41.4285714286","0","1.0714285714","0"
"CHI","6.00","0.00","0.00%","6.00","5.94","6.00","6.00","93,200.00","556,164.00","0.00","8.90","5.01","5.97","5.75","6.23","7.65","6.1530","5.9820","5.7461","5.52845","6.1009958526","5.9833953189","5.8099493052","5.6067986461","SIDEWAYS","SIDEWAYS","UPTREND","45.963602813","NEUTRAL","0.0611434409","4.02%","NEUTRAL","-83.0280830281","8.741368888","-88.2352941176","150,800","128,633","349,950","927,753.20","789,106.4666666667","2,325,755.35","Dragonfly Doji","None","None","4.35%","-6.25%","0.00%","0.00","914,080.00","3,457,172.9997","7,803,461.9994","4,138,807.00","0.22","-31.25%","27.2727272727","0","1.6438356164","0"
"CHIB","34.95","0.05","0.14%","35.20","34.95","35.60","34.90","119,900.00","4,210,695.00","270,765.00","37.50","31.9444","34.85","33.28","35.28","36.55","35.11","35.8160","34.6670","34.1260005","35.1624451243","35.2502176137","35.1772435971","35.3633733269","SIDEWAYS","SIDEWAYS","SIDEWAYS","39.0389133101","NEUTRAL","-0.1556330498","0.97%","LOW","15.607580825","8.7615283268","-86.9565217391","310,710","264,260","285,240","10,911,672.20","9,278,424.1333333333","10,014,977.60","None","None","None","4.95%","-0.71%","0.14%","15,531,630.0002","44,152,789.0002","86,882,678.9999","185,007,848.9987","914,328,743.1865","3.25","-0.31%","10.7538461538","0","1.0546167773","0"
"CHP","3.64","0.00","0.00%","3.64","3.62","3.70","3.64","2,661,000.00","9,701,190.00","1,255,160.00","8.35","3.57","3.60","3.58","3.74","4.21","3.7580","4.1352","4.3829","5.33405","3.797179583","4.0664595865","4.4888897411","5.5227006339","UPTREND","DOWNTREND","DOWNTREND","40.01437522","NEUTRAL","-0.1178591384","4.33%","NEUTRAL","-65.9891410274","8.8541666667","-93.75","4,426,300","4,158,133","3,816,100","17,494,030.00","16,279,817.3333333333","14,778,134.00","Doji","Tweezer Bottoms","None","-25.41%","-0.55%","0.00%","-8,662,600.00","-5,760,120.00","-38,729,149.9995","-108,597,643.0005","-2,213,417,313.0009","0.13","-85.71%","28.00","0","0.6419753086","0"
"CIC","63.00","0.00","0.00%","58.85","58.85","63.00","63.00","60.00","3,697.00","0.00","80.00","50.8333","58.98","55.2084","63.85","66.20","62.5925","62.6120","63.66","64.5850425","62.2653415095","62.7463836376","63.201365657","62.0549405751","DOWNTREND","SIDEWAYS","SIDEWAYS","51.8907231819","NEUTRAL","-0.2787110187","3.54%","NEUTRAL","-56.2805872757","47.0733120835","-30.2521008403","34,661","23,792","38,005","2,099,677.75","1,442,936.80","2,367,068.1750","White Marubozu","None","None","-0.32%","-1.49%","0.00%","-27,518.00","865,993.50","875,508.00","69,550,309.50","568,163,856.5003","1.85","-8.87%","34.0540540541","0","6.00","0"
"CIP","289.00","-1.00","-0.34%","250.00","250.00","289.80","290.00","50.00","13,488.00","0.00","460.00","151.10","265.00","204.50","316.00","439.50","317.95","236.4120","202.9470","181.8320","295.6625098921","255.5649789332","221.6440569617","194.2811332802","DOWNTREND","UPTREND","UPTREND","50.6363141057","NEUTRAL","26.4773816737","15.86%","HIGH","-75.1247844632","15.9465737514","-81.4285714286","611","1,251","1,123","197,608.80","465,960.40","404,608.00","White Long Day","None","Three White Soldiers","53.72%","21.43%","-0.34%","11,592.00","11,592.00","11,592.00","44,651.00","31,206.00","26.98","475.77%","10.7116382506","0","3.3777466106","0"
"CLC","7.65","-0.19","-2.42%","7.72","7.65","8.17","7.84","3,803,200.00","30,217,320.00","845,055.00","11.22","7.00","7.20","7.08","8.00","8.39","7.5290","8.2042","8.5827","0.00","7.6703000516","8.057944449","8.5900819811","0.00","SIDEWAYS","DOWNTREND","DOWNTREND","47.232406055","NEUTRAL","-0.2236338356","4.53%","NEUTRAL","125.4738144968","55.1515151515","-49.0909090909","1,729,900","1,611,220","1,759,765","13,162,784.80","12,327,769.4666666667","13,428,333.80","Shooting Star","None","None","-12.87%","0.66%","-2.42%","-11,026,246.00","-15,693,768.00","-25,294,364.0003","-25,429,036.0004","0.00","0.40","0.00%","19.1250","0","1.0465116279","0"
"CLI","4.60","0.00","0.00%","4.66","4.57","4.66","4.60","65,000.00","298,100.00","-46,000.00","5.98","4.21","4.55","4.27","4.74","4.94","4.7445","4.7158","4.7628","0.00","4.7098770886","4.7201826572","4.7872592112","0.00","SIDEWAYS","SIDEWAYS","SIDEWAYS","43.2178168368","NEUTRAL","0.0205008561","2.99%","LOW","-107.4145712444","26.3565891473","-81.3953488372","1,078,500","1,060,933","1,066,400","5,165,312.00","5,093,068.00","5,092,640.50","Black Long Day","None","None","-5.74%","-2.95%","0.00%","389,550.00","10,204,750.00","18,474,319.00","40,177,487.0001","0.00","0.76","-5.00%","6.0526315789","0","1.7358490566","0"
"CNPF","17.00","-0.32","-1.85%","17.28","16.62","17.50","17.32","1,341,200.00","22,757,912.00","-8,133,110.00","19.20","14.00","16.81","16.06","17.59","18.59","17.0270","16.28","15.9804","16.7180","17.034146229","16.5253121045","16.3479632559","16.3933167396","UPTREND","UPTREND","SIDEWAYS","53.9148113051","NEUTRAL","0.3993085037","1.98%","LOW","7.4263705344","62.3030907278","-67.7966101695","1,489,690","1,958,140","1,735,740","25,915,284.90","33,664,351.5333333333","29,556,461.35","None","None","None","5.07%","4.68%","-1.85%","25,339,520.00","249,889,423.9994","351,555,981.9994","476,963,685.9994","1,997,449,715.9965","0.76","1.33%","22.3684210526","0","4.2606516291","0"
"COAL","0.31","-0.0050","-1.59%","0.3150","0.31","0.3150","0.3150","530,000.00","165,200.00","3,150.00","0.48","0.30","0.3050","0.30","0.32","0.33","0.30975","0.3161","0.32955","0.3592","0.3111821386","0.3163106456","0.3299974123","0.3555639969","UPTREND","SIDEWAYS","DOWNTREND","49.0506607419","NEUTRAL","-0.0015273825","4.01%","NEUTRAL","20.4081632653","38.0952380952","-71.4285714286","1,011,000","1,152,667","1,027,000","314,980.00","358,530.00","318,152.50","Black Marubozu","Bearish Engulfing","None","0.00%","1.64%","-1.59%","3,150.00","-51,250.00","-96,100.00","-48,350.0001","-709,515.00","0.00","0.00%","0.00","0","0.3195876289","0"
"COL","15.48","-0.02","-0.13%","15.50","15.48","15.60","15.50","7,000.00","108,770.00","37,200.00","18.60","15.00","15.45","14.60","15.55","16.12","15.4920","15.5024","15.5542","15.8162","15.48211208","15.5069946878","15.5905318625","15.7220264908","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.5791352264","NEUTRAL","-0.0023169348","0.83%","LOW","85.4047163799","56.25","-43.75","58,820","116,907","101,825","912,060.40","1,812,239.3333333333","1,577,424.10","Shooting Star","None","None","-0.13%","-0.13%","-0.13%","551,796.00","-5,314,968.00","-4,401,538.00","-4,343,460.00","-189,095,633.9984","0.74","5.71%","20.9189189189","0","5.0754098361","0"
"COSCO","7.16","0.11","1.56%","7.16","7.07","7.19","7.05","929,600.00","6,652,356.00","499,600.00","8.84","7.00","7.02","7.02","7.35","7.60","7.2560","7.3744","7.5762","7.8133","7.2713260951","7.3807860661","7.5491157995","7.7716245305","SIDEWAYS","SIDEWAYS","SIDEWAYS","43.1639731666","NEUTRAL","-0.0451292718","2.05%","LOW","-131.7160826595","38.5714285714","-61.9047619048","1,294,560","2,010,493","1,840,700","9,462,898.20","14,546,250.8666666667","13,346,987.40","Doji","Bullish Harami","None","-7.01%","-2.19%","1.56%","4,035,699.00","20,878,615.00","8,223,507.00","9,211,011.00","728,158,747.9995","0.68","3.03%","10.5294117647","0","0.6605166052","0"
"CPG","0.43","-0.0050","-1.15%","0.4350","0.43","0.44","0.4350","4,480,000.00","1,937,000.00","127,100.00","0.69","0.42","0.4275","0.4225","0.4450","0.4750","0.4385","0.4499","0.46805","0.504225","0.4378947206","0.4489329729","0.4660360261","0.4892915151","DOWNTREND","SIDEWAYS","DOWNTREND","44.2627328033","NEUTRAL","-0.0043113487","3.39%","NEUTRAL","-51.0805500982","12.1212121212","-90.9090909091","17,540,000","16,010,000","15,084,500","7,694,977.50","7,081,021.6666666667","6,682,983.75","None","Bearish Engulfing","None","-12.24%","1.18%","-1.15%","-4,126,400.00","-6,615,550.00","-10,132,150.00","-25,170,750.00","-842,145,238.9995","0.05","-50.00%","8.60","0","0.3138686131","0"
"CPM","1.62","0.01","0.62%","1.61","1.57","1.62","1.61","5,888,000.00","9,394,760.00","75,450.00","1.86","0.54","1.59","1.54","1.67","1.85","1.6810","1.6514","1.6396","1.43125","1.6660714184","1.6552547648","1.5974129141","1.427213716","DOWNTREND","SIDEWAYS","SIDEWAYS","42.1666165545","NEUTRAL","0.0024590775","2.87%","LOW","-197.4977658624","0.00","-66.6666666667","1,485,900","1,298,800","1,278,900","2,425,714.00","2,138,960.00","2,120,402.50","Hammer","None","None","-0.61%","-5.26%","0.62%","28,280.00","-796,460.00","-1,292,690.0002","-1,910,510.0002","-3,052,280.0010","-0.03","0.00%","-54.00","0","1.62","0"
"CPV","6.13","-0.13","-2.08%","6.05","6.05","6.13","6.26","8,000.00","48,720.00","0.00","9.15","5.30","6.05","5.71","6.74","8.28","6.2860","6.0334","5.9305","5.7325","6.2284724126","6.090570873","5.9539075413","5.4723482427","DOWNTREND","UPTREND","SIDEWAYS","49.0266648614","NEUTRAL","0.0864477549","6.82%","HIGH","-36.3288718929","9.417989418","-95.873015873","21,140","38,980","32,745","132,493.90","275,022.9333333333","220,972.15","White Marubozu","None","None","-1.13%","-12.43%","-5.69%","0.00","0.00","0.00","0.00","0.00","0.26","-38.10%","23.5769230769","0","2.7863636364","0"
